input,output,industry,tone
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=tai nghe không dây chống ồn | AUDIENCE=người cần tập trung khi làm việc | FEATURES=chống ồn chủ động ; pin 30 giờ ; micro rõ | OFFER=bảo hành chính hãng 12 tháng | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: tai nghe không dây chống ồn dành cho người cần tập trung khi làm việc với chống ồn chủ động ; pin 30 giờ ; micro rõ. | Góc cần biết: bảo hành chính hãng 12 tháng. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=tai nghe không dây chống ồn | AUDIENCE=người cần tập trung khi làm việc | FEATURES=chống ồn chủ động ; pin 30 giờ ; micro rõ | OFFER=bảo hành chính hãng 12 tháng | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý tai nghe không dây chống ồn cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là người cần tập trung khi làm việc thì tai nghe không dây chống ồn là lựa chọn đáng xem nhờ chống ồn chủ động ; pin 30 giờ ; micro rõ. Ưu đãi hiện có là bảo hành chính hãng 12 tháng. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=tai nghe không dây chống ồn | AUDIENCE=người cần tập trung khi làm việc | FEATURES=chống ồn chủ động ; pin 30 giờ ; micro rõ | OFFER=bảo hành chính hãng 12 tháng | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem tai nghe không dây chống ồn phù hợp với bạn không | Microcopy: Có chống ồn chủ động ; pin 30 giờ ; micro rõ. bảo hành chính hãng 12 tháng. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=khóa cửa thông minh | AUDIENCE=chủ căn hộ muốn kiểm soát ra vào | FEATURES=mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu | OFFER=lắp đặt ưu đãi trong nội thành | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: khóa cửa thông minh cho chủ căn hộ muốn kiểm soát ra vào | Lý do chọn: mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn KHOA_CUA_THONG_MINH.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=khóa cửa thông minh | AUDIENCE=chủ căn hộ muốn kiểm soát ra vào | FEATURES=mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu | OFFER=lắp đặt ưu đãi trong nội thành | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: khóa cửa thông minh cho chủ căn hộ muốn kiểm soát ra vào | Lý do chọn: mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn KHOA_CUA_THONG_MINH.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=khóa cửa thông minh | AUDIENCE=chủ căn hộ muốn kiểm soát ra vào | FEATURES=mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu | OFFER=lắp đặt ưu đãi trong nội thành | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: chủ căn hộ muốn kiểm soát ra vào muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: khóa cửa thông minh có mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu KHOA_CUA_THONG_MINH.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=khóa cửa thông minh | AUDIENCE=chủ căn hộ muốn kiểm soát ra vào | FEATURES=mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu | OFFER=lắp đặt ưu đãi trong nội thành | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: chủ căn hộ muốn kiểm soát ra vào muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: khóa cửa thông minh có mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu KHOA_CUA_THONG_MINH.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=khóa cửa thông minh | AUDIENCE=chủ căn hộ muốn kiểm soát ra vào | FEATURES=mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu | OFFER=lắp đặt ưu đãi trong nội thành | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: khóa cửa thông minh dành cho chủ căn hộ muốn kiểm soát ra vào với mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu. | Góc cần biết: lắp đặt ưu đãi trong nội thành. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=khóa cửa thông minh | AUDIENCE=chủ căn hộ muốn kiểm soát ra vào | FEATURES=mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu | OFFER=lắp đặt ưu đãi trong nội thành | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: khóa cửa thông minh dành cho chủ căn hộ muốn kiểm soát ra vào với mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu. | Góc cần biết: lắp đặt ưu đãi trong nội thành. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=khóa cửa thông minh | AUDIENCE=chủ căn hộ muốn kiểm soát ra vào | FEATURES=mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu | OFFER=lắp đặt ưu đãi trong nội thành | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý khóa cửa thông minh cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là chủ căn hộ muốn kiểm soát ra vào thì khóa cửa thông minh là lựa chọn đáng xem nhờ mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu. Ưu đãi hiện có là lắp đặt ưu đãi trong nội thành. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=khóa cửa thông minh | AUDIENCE=chủ căn hộ muốn kiểm soát ra vào | FEATURES=mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu | OFFER=lắp đặt ưu đãi trong nội thành | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem khóa cửa thông minh phù hợp với bạn không | Microcopy: Có mở bằng vân tay ; mã số tạm thời ; cảnh báo pin yếu. lắp đặt ưu đãi trong nội thành. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=thảm yoga chống trượt | AUDIENCE=người tập tại nhà | FEATURES=bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn | OFFER=tặng dây đeo thảm | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: thảm yoga chống trượt cho người tập tại nhà | Lý do chọn: bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn THAM_YOGA_CHONG_TRUOT.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=thảm yoga chống trượt | AUDIENCE=người tập tại nhà | FEATURES=bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn | OFFER=tặng dây đeo thảm | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: thảm yoga chống trượt cho người tập tại nhà | Lý do chọn: bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn THAM_YOGA_CHONG_TRUOT.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=thảm yoga chống trượt | AUDIENCE=người tập tại nhà | FEATURES=bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn | OFFER=tặng dây đeo thảm | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người tập tại nhà muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: thảm yoga chống trượt có bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu THAM_YOGA_CHONG_TRUOT.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=thảm yoga chống trượt | AUDIENCE=người tập tại nhà | FEATURES=bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn | OFFER=tặng dây đeo thảm | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người tập tại nhà muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: thảm yoga chống trượt có bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu THAM_YOGA_CHONG_TRUOT.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=thảm yoga chống trượt | AUDIENCE=người tập tại nhà | FEATURES=bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn | OFFER=tặng dây đeo thảm | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: thảm yoga chống trượt dành cho người tập tại nhà với bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn. | Góc cần biết: tặng dây đeo thảm. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=thảm yoga chống trượt | AUDIENCE=người tập tại nhà | FEATURES=bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn | OFFER=tặng dây đeo thảm | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: thảm yoga chống trượt dành cho người tập tại nhà với bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn. | Góc cần biết: tặng dây đeo thảm. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=thảm yoga chống trượt | AUDIENCE=người tập tại nhà | FEATURES=bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn | OFFER=tặng dây đeo thảm | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý thảm yoga chống trượt cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là người tập tại nhà thì thảm yoga chống trượt là lựa chọn đáng xem nhờ bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn. Ưu đãi hiện có là tặng dây đeo thảm. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=thảm yoga chống trượt | AUDIENCE=người tập tại nhà | FEATURES=bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn | OFFER=tặng dây đeo thảm | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem thảm yoga chống trượt phù hợp với bạn không | Microcopy: Có bề mặt bám tốt ; dày 6 mm ; dễ cuộn gọn. tặng dây đeo thảm. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=máy lọc không khí phòng ngủ | AUDIENCE=gia đình có trẻ nhỏ | FEATURES=màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi | OFFER=tư vấn diện tích phòng miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: máy lọc không khí phòng ngủ cho gia đình có trẻ nhỏ | Lý do chọn: màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn MAY_LOC_KHONG_KHI_PHONG_NGU.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=máy lọc không khí phòng ngủ | AUDIENCE=gia đình có trẻ nhỏ | FEATURES=màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi | OFFER=tư vấn diện tích phòng miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: máy lọc không khí phòng ngủ cho gia đình có trẻ nhỏ | Lý do chọn: màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn MAY_LOC_KHONG_KHI_PHONG_NGU.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=máy lọc không khí phòng ngủ | AUDIENCE=gia đình có trẻ nhỏ | FEATURES=màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi | OFFER=tư vấn diện tích phòng miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: gia đình có trẻ nhỏ muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: máy lọc không khí phòng ngủ có màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu MAY_LOC_KHONG_KHI_PHONG_NGU.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=máy lọc không khí phòng ngủ | AUDIENCE=gia đình có trẻ nhỏ | FEATURES=màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi | OFFER=tư vấn diện tích phòng miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: gia đình có trẻ nhỏ muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: máy lọc không khí phòng ngủ có màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu MAY_LOC_KHONG_KHI_PHONG_NGU.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=máy lọc không khí phòng ngủ | AUDIENCE=gia đình có trẻ nhỏ | FEATURES=màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi | OFFER=tư vấn diện tích phòng miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: máy lọc không khí phòng ngủ dành cho gia đình có trẻ nhỏ với màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi. | Góc cần biết: tư vấn diện tích phòng miễn phí. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=máy lọc không khí phòng ngủ | AUDIENCE=gia đình có trẻ nhỏ | FEATURES=màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi | OFFER=tư vấn diện tích phòng miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: máy lọc không khí phòng ngủ dành cho gia đình có trẻ nhỏ với màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi. | Góc cần biết: tư vấn diện tích phòng miễn phí. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=máy lọc không khí phòng ngủ | AUDIENCE=gia đình có trẻ nhỏ | FEATURES=màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi | OFFER=tư vấn diện tích phòng miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý máy lọc không khí phòng ngủ cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là gia đình có trẻ nhỏ thì máy lọc không khí phòng ngủ là lựa chọn đáng xem nhờ màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi. Ưu đãi hiện có là tư vấn diện tích phòng miễn phí. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=máy lọc không khí phòng ngủ | AUDIENCE=gia đình có trẻ nhỏ | FEATURES=màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi | OFFER=tư vấn diện tích phòng miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem máy lọc không khí phòng ngủ phù hợp với bạn không | Microcopy: Có màng lọc HEPA ; chế độ ngủ yên tĩnh ; cảm biến bụi. tư vấn diện tích phòng miễn phí. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=ví da mini nhiều ngăn | AUDIENCE=người thích phụ kiện gọn gàng | FEATURES=da mềm ; nhiều ngăn thẻ ; kích thước nhỏ | OFFER=khắc tên theo yêu cầu | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: ví da mini nhiều ngăn cho người thích phụ kiện gọn gàng | Lý do chọn: da mềm ; nhiều ngăn thẻ ; kích thước nhỏ. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn VI_DA_MINI_NHIEU_NGAN.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=ví da mini nhiều ngăn | AUDIENCE=người thích phụ kiện gọn gàng | FEATURES=da mềm ; nhiều ngăn thẻ ; kích thước nhỏ | OFFER=khắc tên theo yêu cầu | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: ví da mini nhiều ngăn cho người thích phụ kiện gọn gàng | Lý do chọn: da mềm ; nhiều ngăn thẻ ; kích thước nhỏ. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn VI_DA_MINI_NHIEU_NGAN.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=ví da mini nhiều ngăn | AUDIENCE=người thích phụ kiện gọn gàng | FEATURES=da mềm ; nhiều ngăn thẻ ; kích thước nhỏ | OFFER=khắc tên theo yêu cầu | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người thích phụ kiện gọn gàng muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: ví da mini nhiều ngăn có da mềm ; nhiều ngăn thẻ ; kích thước nhỏ. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu VI_DA_MINI_NHIEU_NGAN.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=ví da mini nhiều ngăn | AUDIENCE=người thích phụ kiện gọn gàng | FEATURES=da mềm ; nhiều ngăn thẻ ; kích thước nhỏ | OFFER=khắc tên theo yêu cầu | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người thích phụ kiện gọn gàng muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: ví da mini nhiều ngăn có da mềm ; nhiều ngăn thẻ ; kích thước nhỏ. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu VI_DA_MINI_NHIEU_NGAN.,ecommerce,emotional
