"input","output","industry","tone","type","product"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Mô Tả Sản Phẩm với tone Cảm xúc.
Sản phẩm/dịch vụ: thảm yoga chống trượt.
Từ khóa chính: bề mặt bám tốt; dày 6 mm; dễ cuộn gọn.
Đối tượng mục tiêu: người tập tại nhà.
Thông tin bổ sung: tặng dây đeo thảm.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Mô tả ngắn: đoạn mở đầu giới thiệu sản phẩm/dịch vụ.
Lợi ích chính: 2-3 bullet.
Đặc điểm nổi bật: 2-3 bullet.
Lời kêu gọi hành động: lời kêu gọi mua, đăng ký hoặc liên hệ.
Không dùng format email, SEO metadata hoặc caption mạng xã hội.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Mô tả ngắn: thảm yoga chống trượt dành cho người tập tại nhà, nhấn vào trải nghiệm dùng rõ ràng và dễ hiểu.
Lợi ích chính:
- Hỗ trợ nhu cầu thực tế nhờ bề mặt bám tốt và dày 6 mm.
- Giúp bạn cân nhắc nhanh hơn với thông tin đúng brief và tặng dây đeo thảm.
Đặc điểm nổi bật:
- bề mặt bám tốt.
- dễ cuộn gọn.
Lời kêu gọi hành động: Xem chi tiết để chọn mẫu phù hợp.

Phiên bản 2:
Mô tả ngắn: Nếu bạn là người tập tại nhà, thảm yoga chống trượt là một lựa chọn gọn gàng, dễ dùng và sát nhu cầu.
Lợi ích chính:
- Mang lại cảm giác yên tâm khi xem thông tin rõ ràng.
- Tập trung vào dày 6 mm và dễ cuộn gọn để phục vụ dùng hằng ngày.
Đặc điểm nổi bật:
- dày 6 mm.
- tặng dây đeo thảm.
Lời kêu gọi hành động: Nhắn tin để được tư vấn trước khi mua.

Phiên bản 3:
Mô tả ngắn: thảm yoga chống trượt giúp người tập tại nhà có thêm một lựa chọn hợp lý cho nhu cầu thường ngày.
Lợi ích chính:
- dễ cuộn gọn làm cho việc dùng tiện hơn.
- bề mặt bám tốt hỗ trợ đúng mối quan tâm chính.
Đặc điểm nổi bật:
- bề mặt bám tốt.
- dày 6 mm.
Lời kêu gọi hành động: Lưu lại để so sánh khi cần.","ecommerce","emotional","description","thảm yoga chống trượt"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Mô Tả Sản Phẩm với tone Chuyên nghiệp.
Sản phẩm/dịch vụ: thảm yoga chống trượt.
Từ khóa chính: bề mặt bám tốt; dày 6 mm; dễ cuộn gọn.
Đối tượng mục tiêu: người tập tại nhà.
Thông tin bổ sung: tặng dây đeo thảm.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Mô tả ngắn: đoạn mở đầu giới thiệu sản phẩm/dịch vụ.
Lợi ích chính: 2-3 bullet.
Đặc điểm nổi bật: 2-3 bullet.
Lời kêu gọi hành động: lời kêu gọi mua, đăng ký hoặc liên hệ.
Không dùng format email, SEO metadata hoặc caption mạng xã hội.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Mô tả ngắn: thảm yoga chống trượt dành cho người tập tại nhà, nhấn vào trải nghiệm dùng rõ ràng và dễ hiểu.
Lợi ích chính:
- Hỗ trợ nhu cầu thực tế nhờ bề mặt bám tốt và dày 6 mm.
- Giúp bạn cân nhắc nhanh hơn với thông tin đúng brief và tặng dây đeo thảm.
Đặc điểm nổi bật:
- bề mặt bám tốt.
- dễ cuộn gọn.
Lời kêu gọi hành động: Xem chi tiết để chọn mẫu phù hợp.

Phiên bản 2:
Mô tả ngắn: Nếu bạn là người tập tại nhà, thảm yoga chống trượt là một lựa chọn gọn gàng, dễ dùng và sát nhu cầu.
Lợi ích chính:
- Mang lại cảm giác yên tâm khi xem thông tin rõ ràng.
- Tập trung vào dày 6 mm và dễ cuộn gọn để phục vụ dùng hằng ngày.
Đặc điểm nổi bật:
- dày 6 mm.
- tặng dây đeo thảm.
Lời kêu gọi hành động: Nhắn tin để được tư vấn trước khi mua.

Phiên bản 3:
Mô tả ngắn: thảm yoga chống trượt giúp người tập tại nhà có thêm một lựa chọn hợp lý cho nhu cầu thường ngày.
Lợi ích chính:
- dễ cuộn gọn làm cho việc dùng tiện hơn.
- bề mặt bám tốt hỗ trợ đúng mối quan tâm chính.
Đặc điểm nổi bật:
- bề mặt bám tốt.
- dày 6 mm.
Lời kêu gọi hành động: Lưu lại để so sánh khi cần.","ecommerce","professional","description","thảm yoga chống trượt"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Social Media Post với tone Thân thiện.
Sản phẩm/dịch vụ: thảm yoga chống trượt.
Từ khóa chính: bề mặt bám tốt; dày 6 mm; dễ cuộn gọn.
Đối tượng mục tiêu: người tập tại nhà.
Thông tin bổ sung: tặng dây đeo thảm.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Hook: câu mở đầu kéo chú ý.
Caption: nội dung chính dễ đọc trên mạng xã hội.
Lời kêu gọi hành động: hành động mong muốn.
Hashtags: 3-6 hashtag liên quan.
Không thêm Subject, Preview text, SEO title hoặc Meta description.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Hook: Một lựa chọn thân thiện cho người tập tại nhà.
Caption: thảm yoga chống trượt giúp việc hằng ngày nhẹ hơn nhờ bề mặt bám tốt, dày 6 mm và dễ cuộn gọn. Hiện có tặng dây đeo thảm, phù hợp nếu bạn đang tìm một lựa chọn rõ ràng, dễ cân nhắc.
Lời kêu gọi hành động: Lưu lại hoặc nhắn shop để hỏi thêm.
Hashtags: #ThamYogaChong #NguoiTapTai #BeMatBam

Phiên bản 2:
Hook: Đừng để nhu cầu nhỏ làm chậm nhịp của người tập tại nhà.
Caption: Với dày 6 mm và dễ cuộn gọn, thảm yoga chống trượt cho cảm giác thực tế, dễ hiểu và không nói quá công dụng. tặng dây đeo thảm là điểm cộng thêm nếu bạn đang so sánh lựa chọn.
Lời kêu gọi hành động: Bình luận nhu cầu của bạn để được gợi ý.
Hashtags: #ThamYogaChong #Day6Mm #MuaSamThongMinh

Phiên bản 3:
Hook: Gợi ý dễ dùng cho người tập tại nhà một lựa chọn gọn gàng hơn.
Caption: Khi xem thảm yoga chống trượt, hãy chú ý vào bề mặt bám tốt, dày 6 mm và dễ cuộn gọn. Đây là phần thông tin đủ để bạn cân nhắc trước khi quyết định.
Lời kêu gọi hành động: Nhắn tin để kiểm tra mẫu phù hợp.
Hashtags: #ThamYogaChong #DeCuonGon #ThuongMaiDienTu","ecommerce","friendly","social","thảm yoga chống trượt"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Social Media Post với tone Khẩn cấp.
Sản phẩm/dịch vụ: thảm yoga chống trượt.
Từ khóa chính: bề mặt bám tốt; dày 6 mm; dễ cuộn gọn.
Đối tượng mục tiêu: người tập tại nhà.
Thông tin bổ sung: tặng dây đeo thảm.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Hook: câu mở đầu kéo chú ý.
Caption: nội dung chính dễ đọc trên mạng xã hội.
Lời kêu gọi hành động: hành động mong muốn.
Hashtags: 3-6 hashtag liên quan.
Không thêm Subject, Preview text, SEO title hoặc Meta description.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Hook: Cần xem ngay cho người tập tại nhà.
Caption: thảm yoga chống trượt giúp việc hằng ngày nhẹ hơn nhờ bề mặt bám tốt, dày 6 mm và dễ cuộn gọn. Hiện có tặng dây đeo thảm, phù hợp nếu bạn đang tìm một lựa chọn rõ ràng, dễ cân nhắc.
Lời kêu gọi hành động: Lưu lại hoặc nhắn shop để hỏi thêm.
Hashtags: #ThamYogaChong #NguoiTapTai #BeMatBam

Phiên bản 2:
Hook: Đừng để nhu cầu nhỏ làm chậm nhịp của người tập tại nhà.
Caption: Với dày 6 mm và dễ cuộn gọn, thảm yoga chống trượt cho cảm giác thực tế, dễ hiểu và không nói quá công dụng. tặng dây đeo thảm là điểm cộng thêm nếu bạn đang so sánh lựa chọn.
Lời kêu gọi hành động: Bình luận nhu cầu của bạn để được gợi ý.
Hashtags: #ThamYogaChong #Day6Mm #MuaSamThongMinh

Phiên bản 3:
Hook: Đừng chần chừ với người tập tại nhà một lựa chọn gọn gàng hơn.
Caption: Khi xem thảm yoga chống trượt, hãy chú ý vào bề mặt bám tốt, dày 6 mm và dễ cuộn gọn. Đây là phần thông tin đủ để bạn cân nhắc trước khi quyết định.
Lời kêu gọi hành động: Nhắn tin để kiểm tra mẫu phù hợp.
Hashtags: #ThamYogaChong #DeCuonGon #ThuongMaiDienTu","ecommerce","urgent","social","thảm yoga chống trượt"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Email Marketing với tone Chuyên nghiệp.
Sản phẩm/dịch vụ: thảm yoga chống trượt.
Từ khóa chính: bề mặt bám tốt; dày 6 mm; dễ cuộn gọn.
Đối tượng mục tiêu: người tập tại nhà.
Thông tin bổ sung: tặng dây đeo thảm.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Subject: dòng tiêu đề email.
Preview text: đoạn xem trước ngắn.
Lời chào: lời chào phù hợp người nhận.
Nội dung chính: tách thành các đoạn ngắn, có thể có bullet nếu cần.
Lời kêu gọi hành động: hành động chính trong email.
Không viết như social caption, landing page hoặc SEO snippet.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Subject: Gợi ý thảm yoga chống trượt cho người tập tại nhà
Preview text: Tóm tắt nhanh các điểm đáng cân nhắc trước khi chọn mua.
Lời chào: Chào bạn,
Nội dung chính: Nếu bạn đang tìm một lựa chọn phù hợp cho nhu cầu hằng ngày, thảm yoga chống trượt có các điểm nổi bật như bề mặt bám tốt, dày 6 mm và dễ cuộn gọn. Hiện có tặng dây đeo thảm, nên bạn có thể xem thêm thông tin trước khi quyết định.
Lời kêu gọi hành động: Xem chi tiết sản phẩm hôm nay.

Phiên bản 2:
Subject: thảm yoga chống trượt có thể hợp với nhu cầu của bạn
Preview text: Một vài lý do để người tập tại nhà cân nhắc sản phẩm này.
Lời chào: Chào bạn,
Nội dung chính: thảm yoga chống trượt tập trung vào dày 6 mm, bề mặt bám tốt và dễ cuộn gọn. Thông tin được viết theo đúng brief, không thêm chứng nhận hay số liệu ngoài phạm vi. tặng dây đeo thảm giúp bạn có thêm lý do so sánh.
Lời kêu gọi hành động: Nhắn lại để được tư vấn lựa chọn phù hợp.

Phiên bản 3:
Subject: Xem nhanh thảm yoga chống trượt trước khi bạn chọn
Preview text: Thông tin ngắn gọn, dễ so sánh và có ưu đãi đi kèm.
Lời chào: Chào bạn,
Nội dung chính: Với người tập tại nhà, một sản phẩm dễ hiểu thường giúp quyết định nhanh hơn. thảm yoga chống trượt có bề mặt bám tốt, dày 6 mm và dễ cuộn gọn; ngoài ra còn có tặng dây đeo thảm để bạn cân nhắc thêm.
Lời kêu gọi hành động: Mở trang sản phẩm để xem thêm chi tiết.","ecommerce","professional","email","thảm yoga chống trượt"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Lời Kêu Gọi Hành Động với tone Thân thiện.
Sản phẩm/dịch vụ: thảm yoga chống trượt.
Từ khóa chính: bề mặt bám tốt; dày 6 mm; dễ cuộn gọn.
Đối tượng mục tiêu: người tập tại nhà.
Thông tin bổ sung: tặng dây đeo thảm.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Lời kêu gọi hành động chính: câu/nút kêu gọi hành động.
Microcopy: một câu hỗ trợ ngay dưới lời kêu gọi hành động.
Chỉ viết lời kêu gọi hành động, không thêm bài quảng cáo dài.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Lời kêu gọi hành động chính: Mua thảm yoga chống trượt ngay hôm nay
Microcopy: Phù hợp cho người tập tại nhà, có tặng dây đeo thảm và thông tin rõ ràng để bạn chọn nhanh.

Phiên bản 2:
Lời kêu gọi hành động chính: Chọn thảm yoga chống trượt cho nhu cầu hiện tại
Microcopy: Tập trung vào bề mặt bám tốt và dày 6 mm, giúp bạn quyết định dễ hơn.

Phiên bản 3:
Lời kêu gọi hành động chính: Nhắn shop để được tư vấn thảm yoga chống trượt
Microcopy: Bạn có thể hỏi thêm về dễ cuộn gọn và tặng dây đeo thảm trước khi quyết định.","ecommerce","friendly","cta","thảm yoga chống trượt"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Tiêu Đề Quảng Cáo với tone Khẩn cấp.
Sản phẩm/dịch vụ: máy lọc không khí phòng ngủ.
Từ khóa chính: màng lọc HEPA; chế độ ngủ yên tĩnh; cảm biến bụi.
Đối tượng mục tiêu: gia đình có trẻ nhỏ.
Thông tin bổ sung: tư vấn diện tích phòng miễn phí.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Headline: một câu chính sắc, dễ đọc, có lợi ích hoặc điểm khác biệt.
Subheadline: một câu phụ làm rõ lời hứa của headline.
Lời kêu gọi hành động: một câu ngắn thúc đẩy người đọc hành động.
Không viết thành email, social post, mô tả sản phẩm hoặc landing page đầy đủ.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Headline: Đừng chần chừ với máy lọc không khí phòng ngủ cho gia đình có trẻ nhỏ với màng lọc HEPA.
Subheadline: Tập trung vào chế độ ngủ yên tĩnh và cảm biến bụi, phù hợp khi bạn cần một lựa chọn rõ ràng và nhanh.
Lời kêu gọi hành động: Xem ngay để chọn đúng mẫu.

Phiên bản 2:
Headline: máy lọc không khí phòng ngủ là lựa chọn đáng cân nhắc cho gia đình có trẻ nhỏ.
Subheadline: Điểm mạnh nằm ở chế độ ngủ yên tĩnh, màng lọc HEPA và tư vấn diện tích phòng miễn phí để bạn so sánh dễ hơn.
Lời kêu gọi hành động: Nhắn shop để được tư vấn nhanh.

Phiên bản 3:
Headline: Giữ nhịp nhanh hơn cho máy lọc không khí phòng ngủ nếu bạn cần màng lọc HEPA và chế độ ngủ yên tĩnh.
Subheadline: Cách trình bày gọn, bám sát nhu cầu thật và không nói quá công dụng.
Lời kêu gọi hành động: Mở chi tiết sản phẩm ngay hôm nay.","ecommerce","urgent","headline","máy lọc không khí phòng ngủ"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Tiêu Đề Quảng Cáo với tone Thân thiện.
Sản phẩm/dịch vụ: máy lọc không khí phòng ngủ.
Từ khóa chính: màng lọc HEPA; chế độ ngủ yên tĩnh; cảm biến bụi.
Đối tượng mục tiêu: gia đình có trẻ nhỏ.
Thông tin bổ sung: tư vấn diện tích phòng miễn phí.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Headline: một câu chính sắc, dễ đọc, có lợi ích hoặc điểm khác biệt.
Subheadline: một câu phụ làm rõ lời hứa của headline.
Lời kêu gọi hành động: một câu ngắn thúc đẩy người đọc hành động.
Không viết thành email, social post, mô tả sản phẩm hoặc landing page đầy đủ.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Headline: Gợi ý dễ dùng cho máy lọc không khí phòng ngủ cho gia đình có trẻ nhỏ với màng lọc HEPA.
Subheadline: Tập trung vào chế độ ngủ yên tĩnh và cảm biến bụi, phù hợp khi bạn cần một lựa chọn rõ ràng và nhanh.
Lời kêu gọi hành động: Xem ngay để chọn đúng mẫu.

Phiên bản 2:
Headline: máy lọc không khí phòng ngủ là lựa chọn đáng cân nhắc cho gia đình có trẻ nhỏ.
Subheadline: Điểm mạnh nằm ở chế độ ngủ yên tĩnh, màng lọc HEPA và tư vấn diện tích phòng miễn phí để bạn so sánh dễ hơn.
Lời kêu gọi hành động: Nhắn shop để được tư vấn nhanh.

Phiên bản 3:
Headline: Thêm tiện lợi cho máy lọc không khí phòng ngủ nếu bạn cần màng lọc HEPA và chế độ ngủ yên tĩnh.
Subheadline: Cách trình bày gọn, bám sát nhu cầu thật và không nói quá công dụng.
Lời kêu gọi hành động: Mở chi tiết sản phẩm ngay hôm nay.","ecommerce","friendly","headline","máy lọc không khí phòng ngủ"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Mô Tả Sản Phẩm với tone Cảm xúc.
Sản phẩm/dịch vụ: máy lọc không khí phòng ngủ.
Từ khóa chính: màng lọc HEPA; chế độ ngủ yên tĩnh; cảm biến bụi.
Đối tượng mục tiêu: gia đình có trẻ nhỏ.
Thông tin bổ sung: tư vấn diện tích phòng miễn phí.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Mô tả ngắn: đoạn mở đầu giới thiệu sản phẩm/dịch vụ.
Lợi ích chính: 2-3 bullet.
Đặc điểm nổi bật: 2-3 bullet.
Lời kêu gọi hành động: lời kêu gọi mua, đăng ký hoặc liên hệ.
Không dùng format email, SEO metadata hoặc caption mạng xã hội.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Mô tả ngắn: máy lọc không khí phòng ngủ dành cho gia đình có trẻ nhỏ, nhấn vào trải nghiệm dùng rõ ràng và dễ hiểu.
Lợi ích chính:
- Hỗ trợ nhu cầu thực tế nhờ màng lọc HEPA và chế độ ngủ yên tĩnh.
- Giúp bạn cân nhắc nhanh hơn với thông tin đúng brief và tư vấn diện tích phòng miễn phí.
Đặc điểm nổi bật:
- màng lọc HEPA.
- cảm biến bụi.
Lời kêu gọi hành động: Xem chi tiết để chọn mẫu phù hợp.

Phiên bản 2:
Mô tả ngắn: Nếu bạn là gia đình có trẻ nhỏ, máy lọc không khí phòng ngủ là một lựa chọn gọn gàng, dễ dùng và sát nhu cầu.
Lợi ích chính:
- Mang lại cảm giác yên tâm khi xem thông tin rõ ràng.
- Tập trung vào chế độ ngủ yên tĩnh và cảm biến bụi để phục vụ dùng hằng ngày.
Đặc điểm nổi bật:
- chế độ ngủ yên tĩnh.
- tư vấn diện tích phòng miễn phí.
Lời kêu gọi hành động: Nhắn tin để được tư vấn trước khi mua.

Phiên bản 3:
Mô tả ngắn: máy lọc không khí phòng ngủ giúp gia đình có trẻ nhỏ có thêm một lựa chọn hợp lý cho nhu cầu thường ngày.
Lợi ích chính:
- cảm biến bụi làm cho việc dùng tiện hơn.
- màng lọc HEPA hỗ trợ đúng mối quan tâm chính.
Đặc điểm nổi bật:
- màng lọc HEPA.
- chế độ ngủ yên tĩnh.
Lời kêu gọi hành động: Lưu lại để so sánh khi cần.","ecommerce","emotional","description","máy lọc không khí phòng ngủ"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Mô Tả Sản Phẩm với tone Chuyên nghiệp.
Sản phẩm/dịch vụ: máy lọc không khí phòng ngủ.
Từ khóa chính: màng lọc HEPA; chế độ ngủ yên tĩnh; cảm biến bụi.
Đối tượng mục tiêu: gia đình có trẻ nhỏ.
Thông tin bổ sung: tư vấn diện tích phòng miễn phí.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Mô tả ngắn: đoạn mở đầu giới thiệu sản phẩm/dịch vụ.
Lợi ích chính: 2-3 bullet.
Đặc điểm nổi bật: 2-3 bullet.
Lời kêu gọi hành động: lời kêu gọi mua, đăng ký hoặc liên hệ.
Không dùng format email, SEO metadata hoặc caption mạng xã hội.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Mô tả ngắn: máy lọc không khí phòng ngủ dành cho gia đình có trẻ nhỏ, nhấn vào trải nghiệm dùng rõ ràng và dễ hiểu.
Lợi ích chính:
- Hỗ trợ nhu cầu thực tế nhờ màng lọc HEPA và chế độ ngủ yên tĩnh.
- Giúp bạn cân nhắc nhanh hơn với thông tin đúng brief và tư vấn diện tích phòng miễn phí.
Đặc điểm nổi bật:
- màng lọc HEPA.
- cảm biến bụi.
Lời kêu gọi hành động: Xem chi tiết để chọn mẫu phù hợp.

Phiên bản 2:
Mô tả ngắn: Nếu bạn là gia đình có trẻ nhỏ, máy lọc không khí phòng ngủ là một lựa chọn gọn gàng, dễ dùng và sát nhu cầu.
Lợi ích chính:
- Mang lại cảm giác yên tâm khi xem thông tin rõ ràng.
- Tập trung vào chế độ ngủ yên tĩnh và cảm biến bụi để phục vụ dùng hằng ngày.
Đặc điểm nổi bật:
- chế độ ngủ yên tĩnh.
- tư vấn diện tích phòng miễn phí.
Lời kêu gọi hành động: Nhắn tin để được tư vấn trước khi mua.

Phiên bản 3:
Mô tả ngắn: máy lọc không khí phòng ngủ giúp gia đình có trẻ nhỏ có thêm một lựa chọn hợp lý cho nhu cầu thường ngày.
Lợi ích chính:
- cảm biến bụi làm cho việc dùng tiện hơn.
- màng lọc HEPA hỗ trợ đúng mối quan tâm chính.
Đặc điểm nổi bật:
- màng lọc HEPA.
- chế độ ngủ yên tĩnh.
Lời kêu gọi hành động: Lưu lại để so sánh khi cần.","ecommerce","professional","description","máy lọc không khí phòng ngủ"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Social Media Post với tone Thân thiện.
Sản phẩm/dịch vụ: máy lọc không khí phòng ngủ.
Từ khóa chính: màng lọc HEPA; chế độ ngủ yên tĩnh; cảm biến bụi.
Đối tượng mục tiêu: gia đình có trẻ nhỏ.
Thông tin bổ sung: tư vấn diện tích phòng miễn phí.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Hook: câu mở đầu kéo chú ý.
Caption: nội dung chính dễ đọc trên mạng xã hội.
Lời kêu gọi hành động: hành động mong muốn.
Hashtags: 3-6 hashtag liên quan.
Không thêm Subject, Preview text, SEO title hoặc Meta description.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Hook: Một lựa chọn thân thiện cho gia đình có trẻ nhỏ.
Caption: máy lọc không khí phòng ngủ giúp việc hằng ngày nhẹ hơn nhờ màng lọc HEPA, chế độ ngủ yên tĩnh và cảm biến bụi. Hiện có tư vấn diện tích phòng miễn phí, phù hợp nếu bạn đang tìm một lựa chọn rõ ràng, dễ cân nhắc.
Lời kêu gọi hành động: Lưu lại hoặc nhắn shop để hỏi thêm.
Hashtags: #MayLocKhong #GiaDinhCo #MangLocHEPA

Phiên bản 2:
Hook: Đừng để nhu cầu nhỏ làm chậm nhịp của gia đình có trẻ nhỏ.
Caption: Với chế độ ngủ yên tĩnh và cảm biến bụi, máy lọc không khí phòng ngủ cho cảm giác thực tế, dễ hiểu và không nói quá công dụng. tư vấn diện tích phòng miễn phí là điểm cộng thêm nếu bạn đang so sánh lựa chọn.
Lời kêu gọi hành động: Bình luận nhu cầu của bạn để được gợi ý.
Hashtags: #MayLocKhong #CheDoNgu #MuaSamThongMinh

Phiên bản 3:
Hook: Gợi ý dễ dùng cho gia đình có trẻ nhỏ một lựa chọn gọn gàng hơn.
Caption: Khi xem máy lọc không khí phòng ngủ, hãy chú ý vào màng lọc HEPA, chế độ ngủ yên tĩnh và cảm biến bụi. Đây là phần thông tin đủ để bạn cân nhắc trước khi quyết định.
Lời kêu gọi hành động: Nhắn tin để kiểm tra mẫu phù hợp.
Hashtags: #MayLocKhong #CamBienBui #ThuongMaiDienTu","ecommerce","friendly","social","máy lọc không khí phòng ngủ"
